"id","ALUMNOS","ESPAÑOL","MATEMATICAS","INGLES","CIENCIAS_NATURALES","HISTORIA","EDUCACION_FISICA","ARTES","TECNOLOGIA","NUM_FALTAS","PARTICIPACIONES","RENDIMIENTO"
1107,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1108,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1109,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1110,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1111,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1112,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1113,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1114,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1115,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1116,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1117,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1118,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1119,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1120,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1121,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1122,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1123,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1124,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1125,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1126,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1127,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1128,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1129,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1130,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1131,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1132,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1133,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1134,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1135,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1136,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1137,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1138,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1139,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1140,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1141,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1142,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1143,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1144,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1145,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1146,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1147,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1148,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1149,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1150,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1151,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1152,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1153,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1154,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1155,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1156,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1157,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1158,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1159,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1160,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1161,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1162,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1163,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1164,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1165,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1166,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1167,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1168,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1169,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1170,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1171,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1172,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1173,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1174,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1175,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1176,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1177,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1178,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1179,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1180,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1181,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1182,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1183,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1184,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1185,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1186,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1187,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1188,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1189,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1190,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1191,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1192,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1193,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1194,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1195,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1196,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1197,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1198,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1199,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1200,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1201,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1202,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1203,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1204,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1205,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1206,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1207,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1208,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1209,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1210,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1211,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1212,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1213,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1214,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1215,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1216,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1217,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1218,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1219,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1220,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1221,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1222,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1223,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1224,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1225,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1226,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1227,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1228,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1229,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1230,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1231,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1232,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1233,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1234,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1235,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1236,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1237,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1238,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1239,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1240,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1241,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1242,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1243,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1244,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1245,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1246,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1247,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1248,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1249,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1250,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1251,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1252,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1253,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1254,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1255,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1256,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1257,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1258,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1259,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1260,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1261,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1262,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1263,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1264,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1265,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1266,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1267,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1268,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1269,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1270,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1271,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1272,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1273,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1274,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1275,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1276,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1277,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1278,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1279,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1280,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1281,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1282,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1283,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1284,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1285,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1286,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1287,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1288,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1289,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1290,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1291,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1292,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1293,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1294,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1295,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1296,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1297,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1298,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1299,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1300,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1301,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1302,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1303,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1304,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1305,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1306,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1307,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1308,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1309,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1310,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1311,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1312,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1313,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1314,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1315,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1316,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1317,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1318,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1319,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1320,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1321,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1322,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1323,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1324,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1325,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1326,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1327,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1328,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1329,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1330,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1331,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1332,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1333,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1334,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1335,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
